Number,Name,Types,Species,Legendary,Mythical,Generation,Sprite,Description
396,Starly,Flying|Normal,Starling,False,False,4,https://pokeres.bastionbot.org/images/pokemon/396.png,"Because they are weak individually, they form groups. However, they bicker if the group grows too big."
397,Staravia,Flying|Normal,Starling,False,False,4,https://pokeres.bastionbot.org/images/pokemon/397.png,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.
398,Staraptor,Flying|Normal,Predator,False,False,4,https://pokeres.bastionbot.org/images/pokemon/398.png,The muscles in its wings and legs are strong. It can easily fly while gripping a small Pokémon.
399,Bidoof,Normal,Plump Mouse,False,False,4,https://pokeres.bastionbot.org/images/pokemon/399.png,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.
400,Bibarel,Water|Normal,Beaver,False,False,4,https://pokeres.bastionbot.org/images/pokemon/400.png,"While its movements out of water are sluggish, it can swim as fast as any FEEBAS."
401,Kricketot,Bug,Cricket,False,False,4,https://pokeres.bastionbot.org/images/pokemon/401.png,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone."
402,Kricketune,Bug,Cricket,False,False,4,https://pokeres.bastionbot.org/images/pokemon/402.png,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.
403,Shinx,Electric,Flash,False,False,4,https://pokeres.bastionbot.org/images/pokemon/403.png,Its forelegs have a muscle-based system of generating electricity. Its body shines if endangered.
404,Luxio,Electric,Spark,False,False,4,https://pokeres.bastionbot.org/images/pokemon/404.png,It rests its forelegs on others to communicate with rhythmic electric pulses from its claws.
405,Luxray,Electric,Gleam Eyes,False,False,4,https://pokeres.bastionbot.org/images/pokemon/405.png,"When its eyes gleam gold, it can spot hiding prey--even those taking shelter behind a wall."
406,Budew,Grass|Poison,Bud,False,False,4,https://pokeres.bastionbot.org/images/pokemon/406.png,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen."
407,Roserade,Grass|Poison,Bouquet,False,False,4,https://pokeres.bastionbot.org/images/pokemon/407.png,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns."
408,Cranidos,Rock,Head Butt,False,False,4,https://pokeres.bastionbot.org/images/pokemon/408.png,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with head butts."
409,Rampardos,Rock,Head Butt,False,False,4,https://pokeres.bastionbot.org/images/pokemon/409.png,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.
410,Shieldon,Steel|Rock,Shield,False,False,4,https://pokeres.bastionbot.org/images/pokemon/410.png,It habitually polishes its face by rubbing it against tree trunks. It is weak to attacks from behind.
411,Bastiodon,Steel|Rock,Shield,False,False,4,https://pokeres.bastionbot.org/images/pokemon/411.png,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.
412,Burmy,Bug,Bagworm,False,False,4,https://pokeres.bastionbot.org/images/pokemon/412-plant-cloak.png,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
413,Wormadam,Grass|Bug,Bagworm,False,False,4,https://pokeres.bastionbot.org/images/pokemon/413-plant-cloak.png,"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed."
414,Mothim,Flying|Bug,Moth,False,False,4,https://pokeres.bastionbot.org/images/pokemon/414.png,It does not keep a nest. It flies over fields and mountains in constant search of floral honey.
415,Combee,Flying|Bug,Tiny Bee,False,False,4,https://pokeres.bastionbot.org/images/pokemon/415.png,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep."
416,Vespiquen,Flying|Bug,Beehive,False,False,4,https://pokeres.bastionbot.org/images/pokemon/416.png,"When endangered, grubs from its six-cell honeycomb strike back. There is only one in a colony."
417,Pachirisu,Electric,EleSquirrel,False,False,4,https://pokeres.bastionbot.org/images/pokemon/417.png,It makes electricity with pouches in its cheeks and shoots charges from its tail. It lives atop trees.
418,Buizel,Water,Sea Weasel,False,False,4,https://pokeres.bastionbot.org/images/pokemon/418.png,"It swims by rotating its two tails like a screw. When it dives, its flotation sac collapses."
419,Floatzel,Water,Sea Weasel,False,False,4,https://pokeres.bastionbot.org/images/pokemon/419.png,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.
420,Cherubi,Grass,Cherry,False,False,4,https://pokeres.bastionbot.org/images/pokemon/420.png,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty."
421,Cherrim,Grass,Blossom,False,False,4,https://pokeres.bastionbot.org/images/pokemon/421-overcast.png,"It is docile as a bud, but turns cheerful when it blooms. It folds back into a bud if sunlight wanes."
422,Shellos,Water,Sea Slug,False,False,4,https://pokeres.bastionbot.org/images/pokemon/422.png,"Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed."
423,Gastrodon,Ground|Water,Sea Slug,False,False,4,https://pokeres.bastionbot.org/images/pokemon/423.png,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back."
424,Ambipom,Normal,Long Tail,False,False,4,https://pokeres.bastionbot.org/images/pokemon/424.png,"They work in large colonies and make rings by linking their tails, apparently in friendship."
425,Drifloon,Flying|Ghost,Balloon,False,False,4,https://pokeres.bastionbot.org/images/pokemon/425.png,"It tugs on the hands of children to steal them away. However, it gets pulled around instead."
426,Drifblim,Flying|Ghost,Blimp,False,False,4,https://pokeres.bastionbot.org/images/pokemon/426.png,"It’s drowzy in daytime, but flies off in the evening in big groups. No one knows where they go."
427,Buneary,Normal,Rabbit,False,False,4,https://pokeres.bastionbot.org/images/pokemon/427.png,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur."
428,Lopunny,Normal,Rabbit,False,False,4,https://pokeres.bastionbot.org/images/pokemon/428.png,An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.
429,Mismagius,Ghost,Magical,False,False,4,https://pokeres.bastionbot.org/images/pokemon/429.png,Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.
430,Honchkrow,Flying|Dark,Big Boss,False,False,4,https://pokeres.bastionbot.org/images/pokemon/430.png,"It makes its MURKROW cronies bring it food. It idles its time away, grooming itself in its nest."
431,Glameow,Normal,Catty,False,False,4,https://pokeres.bastionbot.org/images/pokemon/431.png,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.
432,Purugly,Normal,Tiger Cat,False,False,4,https://pokeres.bastionbot.org/images/pokemon/432.png,It is a brazen brute that barges its way into another Pokémon’s nest and claims it as its own.
433,Chingling,Psychic,Bell,False,False,4,https://pokeres.bastionbot.org/images/pokemon/433.png,"Each time it hops, it makes a ringing sound. It deafens foes by emitting high-frequency cries."
434,Stunky,Dark|Poison,Skunk,False,False,4,https://pokeres.bastionbot.org/images/pokemon/434.png,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.
435,Skuntank,Dark|Poison,Skunk,False,False,4,https://pokeres.bastionbot.org/images/pokemon/435.png,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.
436,Bronzor,Psychic|Steel,Bronze,False,False,4,https://pokeres.bastionbot.org/images/pokemon/436.png,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.
437,Bronzong,Psychic|Steel,Bronze Bell,False,False,4,https://pokeres.bastionbot.org/images/pokemon/437.png,"One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep."
438,Bonsly,Rock,Bonsai,False,False,4,https://pokeres.bastionbot.org/images/pokemon/438.png,It looks as if it is always crying. It is actually adjusting its body’s fluid levels by eliminating excess.
439,Mime Jr.,Psychic|Fairy,Mime,False,False,4,https://pokeres.bastionbot.org/images/pokemon/439.png,"It likes places where people gather. It mimics foes to confuse them, then makes its getaway."
440,Happiny,Normal,Playhouse,False,False,4,https://pokeres.bastionbot.org/images/pokemon/440.png,It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.
441,Chatot,Flying|Normal,Music Note,False,False,4,https://pokeres.bastionbot.org/images/pokemon/441.png,"It can learn and speak human words. If they gather, they all learn the same saying."
442,Spiritomb,Dark|Ghost,Forbidden,False,False,4,https://pokeres.bastionbot.org/images/pokemon/442.png,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.
443,Gible,Ground|Dragon,Land Shark,False,False,4,https://pokeres.bastionbot.org/images/pokemon/443.png,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
444,Gabite,Ground|Dragon,Cave,False,False,4,https://pokeres.bastionbot.org/images/pokemon/444.png,There is a long-held belief that medicine made from its scales will heal even incurable illnesses.
445,Garchomp,Ground|Dragon,Mach,False,False,4,https://pokeres.bastionbot.org/images/pokemon/445.png,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed."
446,Munchlax,Normal,Big Eater,False,False,4,https://pokeres.bastionbot.org/images/pokemon/446.png,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing."
447,Riolu,Fighting,Emanation,False,False,4,https://pokeres.bastionbot.org/images/pokemon/447.png,Its body is lithe yet powerful. It can crest three mountains and cross two canyons in one night.
448,Lucario,Steel|Fighting,Aura,False,False,4,https://pokeres.bastionbot.org/images/pokemon/448.png,"By catching the aura emanating from others, it can read their thoughts and movements."
449,Hippopotas,Ground,Hippo,False,False,4,https://pokeres.bastionbot.org/images/pokemon/449.png,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.
450,Hippowdon,Ground,Heavyweight,False,False,4,https://pokeres.bastionbot.org/images/pokemon/450.png,It blasts internally stored sand from ports on its body to create a towering twister for attack.
451,Skorupi,Bug|Poison,Scorpion,False,False,4,https://pokeres.bastionbot.org/images/pokemon/451.png,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.
452,Drapion,Dark|Poison,Ogre Scorpion,False,False,4,https://pokeres.bastionbot.org/images/pokemon/452.png,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.
453,Croagunk,Fighting|Poison,Toxic Mouth,False,False,4,https://pokeres.bastionbot.org/images/pokemon/453.png,Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.
454,Toxicroak,Fighting|Poison,Toxic Mouth,False,False,4,https://pokeres.bastionbot.org/images/pokemon/454.png,The toxin made in its poison sacs is pumped to the knuckle claws through tubes down its arms.
455,Carnivine,Grass,Bug Catcher,False,False,4,https://pokeres.bastionbot.org/images/pokemon/455.png,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey."
456,Finneon,Water,Wing Fish,False,False,4,https://pokeres.bastionbot.org/images/pokemon/456.png,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
457,Lumineon,Water,Neon,False,False,4,https://pokeres.bastionbot.org/images/pokemon/457.png,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest."
458,Mantyke,Flying|Water,Kite,False,False,4,https://pokeres.bastionbot.org/images/pokemon/458.png,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.
459,Snover,Ice|Grass,Frost Tree,False,False,4,https://pokeres.bastionbot.org/images/pokemon/459.png,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive."
460,Abomasnow,Ice|Grass,Frost Tree,False,False,4,https://pokeres.bastionbot.org/images/pokemon/460.png,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.
461,Weavile,Dark|Ice,Sharp Claw,False,False,4,https://pokeres.bastionbot.org/images/pokemon/461.png,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
462,Magnezone,Electric|Steel,Magnet Area,False,False,4,https://pokeres.bastionbot.org/images/pokemon/462.png,"A group tried to use scientific means to make MAGNEZONE evolve, but their efforts ended in failure."
463,Lickilicky,Normal,Licking,False,False,4,https://pokeres.bastionbot.org/images/pokemon/463.png,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.
464,Rhyperior,Ground|Rock,Spikes,False,False,4,https://pokeres.bastionbot.org/images/pokemon/464.png,It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.
465,Tangrowth,Grass,Vine,False,False,4,https://pokeres.bastionbot.org/images/pokemon/465.png,Its arms are made of plants that bind themselves to things. They grow back right away if cut.
466,Electivire,Electric,Thunderbolt,False,False,4,https://pokeres.bastionbot.org/images/pokemon/466.png,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power."
467,Magmortar,Fire,Blast,False,False,4,https://pokeres.bastionbot.org/images/pokemon/467.png,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters."
468,Togekiss,Flying|Fairy,Jubilee,False,False,4,https://pokeres.bastionbot.org/images/pokemon/468.png,It shares many blessings with people who respect one another’s rights and avoid needless strife.
469,Yanmega,Flying|Bug,Ogre Darner,False,False,4,https://pokeres.bastionbot.org/images/pokemon/469.png,"By churning its wings, it creates shock waves that inflict critical internal injuries to foes."
470,Leafeon,Grass,Verdant,False,False,4,https://pokeres.bastionbot.org/images/pokemon/470.png,"It basically does not fight. With cells similar to those of plants, it can perform photosynthesis."
471,Glaceon,Ice,Fresh Snow,False,False,4,https://pokeres.bastionbot.org/images/pokemon/471.png,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles."
472,Gliscor,Flying|Ground,Fang Scorpion,False,False,4,https://pokeres.bastionbot.org/images/pokemon/472.png,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!"
473,Mamoswine,Ice|Ground,Twin Tusk,False,False,4,https://pokeres.bastionbot.org/images/pokemon/473.png,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.
474,Porygon-Z,Normal,Virtual,False,False,4,https://pokeres.bastionbot.org/images/pokemon/474.png,"Additional software was installed to make it a better Pokémon. It began acting oddly, however."
475,Gallade,Psychic|Fighting,Blade,False,False,4,https://pokeres.bastionbot.org/images/pokemon/475.png,"When trying to protect someone, it extends its elbows as if they were swords and fights savagely."
476,Probopass,Steel|Rock,Compass,False,False,4,https://pokeres.bastionbot.org/images/pokemon/476.png,It exudes strong magnetism from all over. It controls three small units called Mini-Noses.
477,Dusknoir,Ghost,Gripper,False,False,4,https://pokeres.bastionbot.org/images/pokemon/477.png,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
478,Froslass,Ice|Ghost,Snow Land,False,False,4,https://pokeres.bastionbot.org/images/pokemon/478.png,It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.
479,Rotom,Electric|Ghost,Plasma,False,False,4,https://pokeres.bastionbot.org/images/pokemon/479.png,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
480,Uxie,Psychic,Knowledge,True,False,4,https://pokeres.bastionbot.org/images/pokemon/480.png,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.
481,Mesprit,Psychic,Emotion,True,False,4,https://pokeres.bastionbot.org/images/pokemon/481.png,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy."
482,Azelf,Psychic,Willpower,True,False,4,https://pokeres.bastionbot.org/images/pokemon/482.png,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.
483,Dialga,Dragon|Steel,Temporal,True,False,4,https://pokeres.bastionbot.org/images/pokemon/483.png,A Pokémon spoken of in legend. It is said that time began moving when DIALGA was born.
484,Palkia,Water|Dragon,Spatial,True,False,4,https://pokeres.bastionbot.org/images/pokemon/484.png,It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology.
485,Heatran,Fire|Steel,Lava Dome,True,False,4,https://pokeres.bastionbot.org/images/pokemon/485.png,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.
486,Regigigas,Normal,Colossal,True,False,4,https://pokeres.bastionbot.org/images/pokemon/486.png,"It is said to have made Pokémon that look like itself from a special ice mountain, rocks, and magma."
487,Giratina,Dragon|Ghost,Renegade,True,False,4,https://pokeres.bastionbot.org/images/pokemon/487-altered.png,A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.
488,Cresselia,Psychic,Lunar,True,False,4,https://pokeres.bastionbot.org/images/pokemon/488.png,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.
489,Phione,Water,Sea Drifter,False,False,4,https://pokeres.bastionbot.org/images/pokemon/489.png,A Pokémon that lives in warm seas. It inflates the flotation sac on its head to drift and search for food.
490,Manaphy,Water,Seafaring,False,True,4,https://pokeres.bastionbot.org/images/pokemon/490.png,"Born on a cold seafloor, it will swim great distances to return to its birthplace."
491,Darkrai,Dark,Pitch-Black,False,True,4,https://pokeres.bastionbot.org/images/pokemon/491.png,"Folklore has it that on moonless nights, this Pokémon will make people see horrific nightmares."
492,Shaymin,Grass,Gratitude,False,True,4,https://pokeres.bastionbot.org/images/pokemon/492-land.png,It lives in flower patches and avoids detection by curling up to look like a flowering plant.
493,Arceus,Normal,Alpha,False,True,4,https://pokeres.bastionbot.org/images/pokemon/493.png,"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
494,Victini,Fire|Psychic,Victory,False,True,5,https://pokeres.bastionbot.org/images/pokemon/494.png,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter."
495,Snivy,Grass,Grass Snake,False,False,5,https://pokeres.bastionbot.org/images/pokemon/495.png,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop."
496,Servine,Grass,Grass Snake,False,False,5,https://pokeres.bastionbot.org/images/pokemon/496.png,They avoid attacks by sinking into the shadows of thick foliage. They retaliate with masterful whipping techniques.
497,Serperior,Grass,Regal,False,False,5,https://pokeres.bastionbot.org/images/pokemon/497.png,They raise their heads to intimidate opponents but only give it their all when fighting a powerful opponent.
498,Tepig,Fire,Fire Pig,False,False,5,https://pokeres.bastionbot.org/images/pokemon/498.png,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.
499,Pignite,Fire|Fighting,Fire Pig,False,False,5,https://pokeres.bastionbot.org/images/pokemon/499.png,"Whatever it eats becomes fuel for the flame in its stomach. When it is angered, the intensity of the flame increases."
500,Emboar,Fire|Fighting,Mega Fire Pig,False,False,5,https://pokeres.bastionbot.org/images/pokemon/500.png,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.
501,Oshawott,Water,Sea Otter,False,False,5,https://pokeres.bastionbot.org/images/pokemon/501.png,The scalchop on its stomach is made from the same elements as claws. It detaches the scalchop for use as a blade.
502,Dewott,Water,Discipline,False,False,5,https://pokeres.bastionbot.org/images/pokemon/502.png,Scalchop techniques differ from one Dewott to another. It never neglects maintaining its scalchops.
503,Samurott,Water,Formidable,False,False,5,https://pokeres.bastionbot.org/images/pokemon/503.png,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
504,Patrat,Normal,Scout,False,False,5,https://pokeres.bastionbot.org/images/pokemon/504.png,"Extremely cautious, they take shifts to maintain a constant watch of their nest. They feel insecure without a lookout."
505,Watchog,Normal,Lookout,False,False,5,https://pokeres.bastionbot.org/images/pokemon/505.png,They make the patterns on their bodies shine in order to threaten predators. Keen eyesight lets them see in the dark.
506,Lillipup,Normal,Puppy,False,False,5,https://pokeres.bastionbot.org/images/pokemon/506.png,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees."
507,Herdier,Normal,Loyal Dog,False,False,5,https://pokeres.bastionbot.org/images/pokemon/507.png,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
508,Stoutland,Normal,Big-Hearted,False,False,5,https://pokeres.bastionbot.org/images/pokemon/508.png,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.
509,Purrloin,Dark,Devious,False,False,5,https://pokeres.bastionbot.org/images/pokemon/509.png,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect."
510,Liepard,Dark,Cruel,False,False,5,https://pokeres.bastionbot.org/images/pokemon/510.png,These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.
511,Pansage,Grass,Grass Monkey,False,False,5,https://pokeres.bastionbot.org/images/pokemon/511.png,This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.
512,Simisage,Grass,Thorn Monkey,False,False,5,https://pokeres.bastionbot.org/images/pokemon/512.png,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter."
513,Pansear,Fire,High Temp,False,False,5,https://pokeres.bastionbot.org/images/pokemon/513.png,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries."
514,Simisear,Fire,Ember,False,False,5,https://pokeres.bastionbot.org/images/pokemon/514.png,A flame burns inside its body. It scatters embers from its head and tail to sear its opponents.
515,Panpour,Water,Spray,False,False,5,https://pokeres.bastionbot.org/images/pokemon/515.png,It does not thrive in dry environments. It keeps itself damp by shooting water stored in its head tuft from its tail.
516,Simipour,Water,Geyser,False,False,5,https://pokeres.bastionbot.org/images/pokemon/516.png,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail."
517,Munna,Psychic,Dream Eater,False,False,5,https://pokeres.bastionbot.org/images/pokemon/517.png,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.
518,Musharna,Psychic,Drowsing,False,False,5,https://pokeres.bastionbot.org/images/pokemon/518.png,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.
519,Pidove,Flying|Normal,Tiny Pigeon,False,False,5,https://pokeres.bastionbot.org/images/pokemon/519.png,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands."
520,Tranquill,Flying|Normal,Wild Pigeon,False,False,5,https://pokeres.bastionbot.org/images/pokemon/520.png,"Many people believe that, deep in the forest where Tranquill live, there is a peaceful place where there is no war."
521,Unfezant,Flying|Normal,Wild Pigeon,False,False,5,https://pokeres.bastionbot.org/images/pokemon/521.png,Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males.
522,Blitzle,Electric,Electrified,False,False,5,https://pokeres.bastionbot.org/images/pokemon/522.png,Its mane shines when it discharges electricity. They use their flashing manes to communicate with one another.
523,Zebstrika,Electric,Thunderbolt,False,False,5,https://pokeres.bastionbot.org/images/pokemon/523.png,"This ill-tempered Pokémon is dangerous because when it’s angry, it shoots lightning from its mane in all directions."
524,Roggenrola,Rock,Mantle,False,False,5,https://pokeres.bastionbot.org/images/pokemon/524.png,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.
525,Boldore,Rock,Ore,False,False,5,https://pokeres.bastionbot.org/images/pokemon/525.png,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves."
526,Gigalith,Rock,Compressed,False,False,5,https://pokeres.bastionbot.org/images/pokemon/526.png,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
527,Woobat,Flying|Psychic,Bat,False,False,5,https://pokeres.bastionbot.org/images/pokemon/527.png,Suction from its nostrils enables it to stick to cave walls during sleep. It leaves a heart-shaped mark behind.
528,Swoobat,Flying|Psychic,Courting,False,False,5,https://pokeres.bastionbot.org/images/pokemon/528.png,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.
529,Drilbur,Ground,Mole,False,False,5,https://pokeres.bastionbot.org/images/pokemon/529.png,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.
530,Excadrill,Ground|Steel,Subterrene,False,False,5,https://pokeres.bastionbot.org/images/pokemon/530.png,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels."
531,Audino,Normal,Hearing,False,False,5,https://pokeres.bastionbot.org/images/pokemon/531.png,Its auditory sense is astounding. It has a radarlike ability to understand its surroundings through slight sounds.
532,Timburr,Fighting,Muscular,False,False,5,https://pokeres.bastionbot.org/images/pokemon/532.png,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.
533,Gurdurr,Fighting,Muscular,False,False,5,https://pokeres.bastionbot.org/images/pokemon/533.png,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
534,Conkeldurr,Fighting,Muscular,False,False,5,https://pokeres.bastionbot.org/images/pokemon/534.png,They use concrete pillars as walking canes. They know moves that enable them to swing the pillars freely in battle.
535,Tympole,Water,Tadpole,False,False,5,https://pokeres.bastionbot.org/images/pokemon/535.png,They warn others of danger by vibrating their cheeks to create a high-pitched sound.
536,Palpitoad,Ground|Water,Vibration,False,False,5,https://pokeres.bastionbot.org/images/pokemon/536.png,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
537,Seismitoad,Ground|Water,Vibration,False,False,5,https://pokeres.bastionbot.org/images/pokemon/537.png,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
538,Throh,Fighting,Judo,False,False,5,https://pokeres.bastionbot.org/images/pokemon/538.png,"When they encounter foes bigger than themselves, they try to throw them. They always travel in packs of five."
539,Sawk,Fighting,Karate,False,False,5,https://pokeres.bastionbot.org/images/pokemon/539.png,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.
540,Sewaddle,Grass|Bug,Sweing,False,False,5,https://pokeres.bastionbot.org/images/pokemon/540.png,This Pokémon makes clothes for itself. It chews up leaves and sews them with sticky thread extruded from its mouth.
541,Swadloon,Grass|Bug,Leaf-Wrapped,False,False,5,https://pokeres.bastionbot.org/images/pokemon/541.png,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.
542,Leavanny,Grass|Bug,Nurturing,False,False,5,https://pokeres.bastionbot.org/images/pokemon/542.png,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.
543,Venipede,Bug|Poison,Centipede,False,False,5,https://pokeres.bastionbot.org/images/pokemon/543.png,It discovers what is going on around it by using the feelers on its head and tail. It is brutally aggressive.
544,Whirlipede,Bug|Poison,Cspriteipede,False,False,5,https://pokeres.bastionbot.org/images/pokemon/544.png,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent."
545,Scolipede,Bug|Poison,Megapede,False,False,5,https://pokeres.bastionbot.org/images/pokemon/545.png,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
546,Cottonee,Grass|Fairy,Cotton Puff,False,False,5,https://pokeres.bastionbot.org/images/pokemon/546.png,"They go wherever the wind takes them. On rainy days, their bodies are heavier, so they take shelter beneath big trees."
547,Whimsicott,Grass|Fairy,Windvelled,False,False,5,https://pokeres.bastionbot.org/images/pokemon/547.png,"Riding whirlwinds, they appear. These Pokémon sneak through gaps into houses and cause all sorts of mischief."
548,Petilil,Grass,Bulb,False,False,5,https://pokeres.bastionbot.org/images/pokemon/548.png,"Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants."
549,Lilligant,Grass,Flowering,False,False,5,https://pokeres.bastionbot.org/images/pokemon/549.png,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
550,Basculin,Water,Hostile,False,False,5,https://pokeres.bastionbot.org/images/pokemon/550.png,"Red and blue Basculin usually do not get along, but sometimes members of one school mingle with the other’s school."
551,Sandile,Dark|Ground,Desert Croc,False,False,5,https://pokeres.bastionbot.org/images/pokemon/551.png,"It moves along below the sand’s surface, except for its nose and eyes. A dark membrane shields its eyes from the sun."
552,Krokorok,Dark|Ground,Desert Croc,False,False,5,https://pokeres.bastionbot.org/images/pokemon/552.png,"The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings even in darkness."
553,Krookodile,Dark|Ground,Intimidation,False,False,5,https://pokeres.bastionbot.org/images/pokemon/553.png,"It can expand the focus of its eyes, enabling it to see objects in the far distance as if it were using binoculars."
554,Darumaka,Fire,Zen Charm,False,False,5,https://pokeres.bastionbot.org/images/pokemon/554.png,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep."
555,Darmanitan,Fire,Blazing,False,False,5,https://pokeres.bastionbot.org/images/pokemon/555.png,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch."
